id_fatura,id_cliente,id_assinatura,competencia,valor,pago,dias_atraso
F0000821,C00008,A00008,2024-10-01,49.9,True,15
F0000822,C00008,A00008,2024-11-01,49.9,True,17
F0000823,C00008,A00008,2024-12-01,49.9,False,9
F0000824,C00008,A00008,2025-01-01,49.9,True,16
F0000825,C00008,A00008,2025-02-01,49.9,True,16
F0000826,C00008,A00008,2025-03-01,49.9,False,21
F0000827,C00008,A00008,2025-04-01,49.9,True,12
F0000828,C00008,A00008,2025-05-01,49.9,True,10
F0000829,C00008,A00008,2025-06-01,49.9,True,16
F0000830,C00008,A00008,2025-07-01,49.9,True,14
F0000831,C00008,A00008,2025-08-01,49.9,True,10
F0000900,C00009,A00009,2023-01-01,89.9,True,9
F0000901,C00009,A00009,2023-02-01,89.9,True,7
F0000902,C00009,A00009,2023-03-01,89.9,True,2
F0000903,C00009,A00009,2023-04-01,89.9,True,10
F0000904,C00009,A00009,2023-05-01,89.9,True,3
F0000905,C00009,A00009,2023-06-01,89.9,True,5
F0000906,C00009,A00009,2023-07-01,89.9,True,3
F0000907,C00009,A00009,2023-08-01,89.9,True,2
F0000908,C00009,A00009,2023-09-01,89.9,True,3
F0000909,C00009,A00009,2023-10-01,89.9,True,14
F0000910,C00009,A00009,2023-11-01,89.9,True,5
F0000911,C00009,A00009,2023-12-01,89.9,True,0
F0000912,C00009,A00009,2024-01-01,89.9,True,4
F0000913,C00009,A00009,2024-02-01,89.9,True,12
F0000914,C00009,A00009,2024-03-01,89.9,False,1
F0000915,C00009,A00009,2024-04-01,89.9,True,0
F0000916,C00009,A00009,2024-05-01,89.9,True,8
F0000917,C00009,A00009,2024-06-01,89.9,True,0
F0000918,C00009,A00009,2024-07-01,89.9,True,9
F0000919,C00009,A00009,2024-08-01,89.9,True,7
F0000920,C00009,A00009,2024-09-01,89.9,True,10
F0000921,C00009,A00009,2024-10-01,89.9,True,7
F0000922,C00009,A00009,2024-11-01,89.9,True,1
F0000923,C00009,A00009,2024-12-01,89.9,True,0
F0000924,C00009,A00009,2025-01-01,89.9,True,4
F0000925,C00009,A00009,2025-02-01,89.9,True,6
F0000926,C00009,A00009,2025-03-01,89.9,True,11
F0000927,C00009,A00009,2025-04-01,89.9,True,0
F0000928,C00009,A00009,2025-05-01,89.9,True,11
F0000929,C00009,A00009,2025-06-01,89.9,True,9
F0000930,C00009,A00009,2025-07-01,89.9,False,3
F0000931,C00009,A00009,2025-08-01,89.9,True,2
F0001000,C00010,A00010,2023-01-01,299.9,True,10
F0001001,C00010,A00010,2023-02-01,299.9,True,3
F0001002,C00010,A00010,2023-03-01,299.9,True,18
F0001003,C00010,A00010,2023-04-01,299.9,True,5
F0001004,C00010,A00010,2023-05-01,299.9,True,6
F0001005,C00010,A00010,2023-06-01,299.9,True,8
F0001006,C00010,A00010,2023-07-01,299.9,True,15
F0001007,C00010,A00010,2023-08-01,299.9,True,18
F0001008,C00010,A00010,2023-09-01,299.9,True,7
F0001009,C00010,A00010,2023-10-01,299.9,True,5
F0001010,C00010,A00010,2023-11-01,299.9,True,8
F0001011,C00010,A00010,2023-12-01,299.9,True,8
F0001012,C00010,A00010,2024-01-01,299.9,False,6
F0001013,C00010,A00010,2024-02-01,299.9,True,5
F0001014,C00010,A00010,2024-03-01,299.9,True,6
F0001015,C00010,A00010,2024-04-01,299.9,True,2
F0001016,C00010,A00010,2024-05-01,299.9,True,2
F0001017,C00010,A00010,2024-06-01,299.9,True,4
F0001018,C00010,A00010,2024-07-01,299.9,True,8
F0001019,C00010,A00010,2024-08-01,299.9,True,7
F0001020,C00010,A00010,2024-09-01,299.9,True,3
F0001021,C00010,A00010,2024-10-01,299.9,True,7
F0001022,C00010,A00010,2024-11-01,299.9,True,3
F0001023,C00010,A00010,2024-12-01,299.9,True,5
F0001024,C00010,A00010,2025-01-01,299.9,True,1
F0001025,C00010,A00010,2025-02-01,299.9,True,8
F0001026,C00010,A00010,2025-03-01,299.9,True,2
F0001027,C00010,A00010,2025-04-01,299.9,True,3
F0001028,C00010,A00010,2025-05-01,299.9,True,5
F0001029,C00010,A00010,2025-06-01,299.9,True,14
F0001030,C00010,A00010,2025-07-01,299.9,True,9
F0001031,C00010,A00010,2025-08-01,299.9,True,8
F0001100,C00011,A00011,2023-01-01,89.9,True,4
F0001101,C00011,A00011,2023-02-01,89.9,True,0
F0001102,C00011,A00011,2023-03-01,89.9,True,11
F0001103,C00011,A00011,2023-04-01,89.9,True,0
F0001104,C00011,A00011,2023-05-01,89.9,False,4
F0001105,C00011,A00011,2023-06-01,89.9,True,3
F0001106,C00011,A00011,2023-07-01,89.9,True,4
F0001107,C00011,A00011,2023-08-01,89.9,True,0
F0001108,C00011,A00011,2023-09-01,89.9,True,11
F0001200,C00012,A00012,2023-01-01,49.9,True,17
F0001201,C00012,A00012,2023-02-01,49.9,True,6
F0001202,C00012,A00012,2023-03-01,49.9,True,2
F0001203,C00012,A00012,2023-04-01,49.9,True,11
F0001204,C00012,A00012,2023-05-01,49.9,True,7
F0001205,C00012,A00012,2023-06-01,49.9,False,17
F0001206,C00012,A00012,2023-07-01,49.9,True,9
F0001207,C00012,A00012,2023-08-01,49.9,True,13
F0001208,C00012,A00012,2023-09-01,49.9,True,15
F0001209,C00012,A00012,2023-10-01,49.9,True,12
F0001210,C00012,A00012,2023-11-01,49.9,True,15
F0001211,C00012,A00012,2023-12-01,49.9,True,7
F0001212,C00012,A00012,2024-01-01,49.9,True,7
F0001213,C00012,A00012,2024-02-01,49.9,True,17
F0001214,C00012,A00012,2024-03-01,49.9,True,13
F0001215,C00012,A00012,2024-04-01,49.9,True,12
F0001216,C00012,A00012,2024-05-01,49.9,True,12
F0001217,C00012,A00012,2024-06-01,49.9,True,18
F0001218,C00012,A00012,2024-07-01,49.9,True,6
F0001219,C00012,A00012,2024-08-01,49.9,True,13
F0001220,C00012,A00012,2024-09-01,49.9,True,5
F0001221,C00012,A00012,2024-10-01,49.9,True,10
F0001222,C00012,A00012,2024-11-01,49.9,True,9
F0001223,C00012,A00012,2024-12-01,49.9,True,9
F0001224,C00012,A00012,2025-01-01,49.9,False,18
F0001225,C00012,A00012,2025-02-01,49.9,True,6
F0001226,C00012,A00012,2025-03-01,49.9,True,6
F0001227,C00012,A00012,2025-04-01,49.9,False,8
F0001228,C00012,A00012,2025-05-01,49.9,True,9
F0001229,C00012,A00012,2025-06-01,49.9,True,10
F0001230,C00012,A00012,2025-07-01,49.9,True,11
F0001231,C00012,A00012,2025-08-01,49.9,True,14
F0001300,C00013,A00013,2023-01-01,299.9,True,1
F0001301,C00013,A00013,2023-02-01,299.9,True,0
F0001302,C00013,A00013,2023-03-01,299.9,True,6
F0001303,C00013,A00013,2023-04-01,299.9,True,3
F0001304,C00013,A00013,2023-05-01,299.9,True,2
F0001305,C00013,A00013,2023-06-01,299.9,True,6
F0001306,C00013,A00013,2023-07-01,299.9,True,3
F0001307,C00013,A00013,2023-08-01,299.9,True,0
F0001308,C00013,A00013,2023-09-01,299.9,True,8
F0001309,C00013,A00013,2023-10-01,299.9,True,5
F0001310,C00013,A00013,2023-11-01,299.9,True,0
F0001311,C00013,A00013,2023-12-01,299.9,True,5
F0001312,C00013,A00013,2024-01-01,299.9,True,9
F0001313,C00013,A00013,2024-02-01,299.9,True,0
F0001314,C00013,A00013,2024-03-01,299.9,True,3
F0001315,C00013,A00013,2024-04-01,299.9,True,3
F0001316,C00013,A00013,2024-05-01,299.9,True,0
F0001317,C00013,A00013,2024-06-01,299.9,True,0
F0001318,C00013,A00013,2024-07-01,299.9,True,4
F0001319,C00013,A00013,2024-08-01,299.9,True,0
F0001320,C00013,A00013,2024-09-01,299.9,True,5
F0001321,C00013,A00013,2024-10-01,299.9,True,2
F0001322,C00013,A00013,2024-11-01,299.9,True,4
F0001323,C00013,A00013,2024-12-01,299.9,True,15
F0001324,C00013,A00013,2025-01-01,299.9,True,0
F0001325,C00013,A00013,2025-02-01,299.9,True,2
F0001326,C00013,A00013,2025-03-01,299.9,True,1
F0001327,C00013,A00013,2025-04-01,299.9,True,2
F0001328,C00013,A00013,2025-05-01,299.9,True,1
F0001329,C00013,A00013,2025-06-01,299.9,True,2
F0001330,C00013,A00013,2025-07-01,299.9,True,2
F0001331,C00013,A00013,2025-08-01,299.9,True,3
F0001400,C00014,A00014,2023-01-01,89.9,True,1
F0001401,C00014,A00014,2023-02-01,89.9,True,0
F0001402,C00014,A00014,2023-03-01,89.9,True,0
F0001403,C00014,A00014,2023-04-01,89.9,True,0
F0001404,C00014,A00014,2023-05-01,89.9,True,6
F0001405,C00014,A00014,2023-06-01,89.9,True,0
F0001406,C00014,A00014,2023-07-01,89.9,True,7
F0001407,C00014,A00014,2023-08-01,89.9,True,0
F0001408,C00014,A00014,2023-09-01,89.9,True,2
F0001409,C00014,A00014,2023-10-01,89.9,True,0
F0001410,C00014,A00014,2023-11-01,89.9,True,0
F0001411,C00014,A00014,2023-12-01,89.9,True,0
F0001412,C00014,A00014,2024-01-01,89.9,True,0
F0001413,C00014,A00014,2024-02-01,89.9,True,0
F0001414,C00014,A00014,2024-03-01,89.9,True,0
F0001415,C00014,A00014,2024-04-01,89.9,True,0
F0001416,C00014,A00014,2024-05-01,89.9,False,0
F0001417,C00014,A00014,2024-06-01,89.9,True,3
F0001418,C00014,A00014,2024-07-01,89.9,True,0
F0001419,C00014,A00014,2024-08-01,89.9,True,7
F0001420,C00014,A00014,2024-09-01,89.9,True,3
F0001421,C00014,A00014,2024-10-01,89.9,True,5
F0001422,C00014,A00014,2024-11-01,89.9,False,0
F0001423,C00014,A00014,2024-12-01,89.9,True,8
F0001424,C00014,A00014,2025-01-01,89.9,True,0
F0001425,C00014,A00014,2025-02-01,89.9,True,3
F0001426,C00014,A00014,2025-03-01,89.9,True,1
F0001427,C00014,A00014,2025-04-01,89.9,False,0
F0001428,C00014,A00014,2025-05-01,89.9,True,0
F0001429,C00014,A00014,2025-06-01,89.9,True,4
F0001430,C00014,A00014,2025-07-01,89.9,True,4
F0001431,C00014,A00014,2025-08-01,89.9,True,1
F0001500,C00015,A00015,2023-01-01,89.9,True,5
F0001501,C00015,A00015,2023-02-01,89.9,True,1
F0001502,C00015,A00015,2023-03-01,89.9,True,4
F0001503,C00015,A00015,2023-04-01,89.9,True,19
F0001504,C00015,A00015,2023-05-01,89.9,True,14
F0001505,C00015,A00015,2023-06-01,89.9,True,0
F0001506,C00015,A00015,2023-07-01,89.9,True,7
F0001507,C00015,A00015,2023-08-01,89.9,True,4
F0001508,C00015,A00015,2023-09-01,89.9,True,1
F0001509,C00015,A00015,2023-10-01,89.9,True,6
F0001510,C00015,A00015,2023-11-01,89.9,True,11
F0001600,C00016,A00016,2023-01-01,89.9,True,2
F0001601,C00016,A00016,2023-02-01,89.9,False,2
F0001602,C00016,A00016,2023-03-01,89.9,False,0
F0001603,C00016,A00016,2023-04-01,89.9,True,0
F0001604,C00016,A00016,2023-05-01,89.9,False,0
F0001605,C00016,A00016,2023-06-01,89.9,True,0
F0001606,C00016,A00016,2023-07-01,89.9,True,0
F0001607,C00016,A00016,2023-08-01,89.9,True,0
F0001608,C00016,A00016,2023-09-01,89.9,True,0
F0001609,C00016,A00016,2023-10-01,89.9,True,5
F0001610,C00016,A00016,2023-11-01,89.9,True,6
F0001611,C00016,A00016,2023-12-01,89.9,True,1
F0001612,C00016,A00016,2024-01-01,89.9,True,0
F0001613,C00016,A00016,2024-02-01,89.9,True,0
F0001614,C00016,A00016,2024-03-01,89.9,True,0
F0001615,C00016,A00016,2024-04-01,89.9,True,5
F0001616,C00016,A00016,2024-05-01,89.9,True,0
F0001617,C00016,A00016,2024-06-01,89.9,True,4
F0001618,C00016,A00016,2024-07-01,89.9,True,0
F0001619,C00016,A00016,2024-08-01,89.9,True,1
F0001620,C00016,A00016,2024-09-01,89.9,True,0
F0001621,C00016,A00016,2024-10-01,89.9,True,0
F0001622,C00016,A00016,2024-11-01,89.9,True,0
F0001623,C00016,A00016,2024-12-01,89.9,True,4
F0001624,C00016,A00016,2025-01-01,89.9,True,0
F0001625,C00016,A00016,2025-02-01,89.9,True,0
F0001626,C00016,A00016,2025-03-01,89.9,True,8
F0001627,C00016,A00016,2025-04-01,89.9,True,0
F0001628,C00016,A00016,2025-05-01,89.9,False,0
F0001629,C00016,A00016,2025-06-01,89.9,True,1
F0001630,C00016,A00016,2025-07-01,89.9,True,0
F0001631,C00016,A00016,2025-08-01,89.9,True,10
F0001700,C00017,A00017,2023-01-01,49.9,True,4
F0001701,C00017,A00017,2023-02-01,49.9,True,7
F0001702,C00017,A00017,2023-03-01,49.9,True,5
F0001703,C00017,A00017,2023-04-01,49.9,True,6
F0001704,C00017,A00017,2023-05-01,49.9,True,8
F0001705,C00017,A00017,2023-06-01,49.9,True,5
F0001706,C00017,A00017,2023-07-01,49.9,True,8
F0001707,C00017,A00017,2023-08-01,49.9,True,11
F0001708,C00017,A00017,2023-09-01,49.9,True,0
F0001709,C00017,A00017,2023-10-01,49.9,True,10
F0001710,C00017,A00017,2023-11-01,49.9,True,17
F0001711,C00017,A00017,2023-12-01,49.9,True,4
F0001712,C00017,A00017,2024-01-01,49.9,True,11
F0001713,C00017,A00017,2024-02-01,49.9,True,14
F0001714,C00017,A00017,2024-03-01,49.9,True,6
F0001715,C00017,A00017,2024-04-01,49.9,True,3
F0001716,C00017,A00017,2024-05-01,49.9,True,5
F0001717,C00017,A00017,2024-06-01,49.9,True,12
F0001718,C00017,A00017,2024-07-01,49.9,True,5
F0001719,C00017,A00017,2024-08-01,49.9,True,3
F0001720,C00017,A00017,2024-09-01,49.9,True,12
F0001721,C00017,A00017,2024-10-01,49.9,True,2
F0001722,C00017,A00017,2024-11-01,49.9,True,4
F0001723,C00017,A00017,2024-12-01,49.9,True,16
F0001724,C00017,A00017,2025-01-01,49.9,True,8
F0001725,C00017,A00017,2025-02-01,49.9,True,14
F0001726,C00017,A00017,2025-03-01,49.9,True,7
F0001727,C00017,A00017,2025-04-01,49.9,True,14
F0001728,C00017,A00017,2025-05-01,49.9,True,0
F0001729,C00017,A00017,2025-06-01,49.9,True,0
F0001730,C00017,A00017,2025-07-01,49.9,True,3
F0001731,C00017,A00017,2025-08-01,49.9,True,8
F0001800,C00018,A00018,2023-01-01,299.9,True,11
F0001801,C00018,A00018,2023-02-01,299.9,True,12
F0001802,C00018,A00018,2023-03-01,299.9,True,14
F0001803,C00018,A00018,2023-04-01,299.9,True,15
F0001804,C00018,A00018,2023-05-01,299.9,False,11
F0001805,C00018,A00018,2023-06-01,299.9,True,10
F0001806,C00018,A00018,2023-07-01,299.9,True,8
F0001807,C00018,A00018,2023-08-01,299.9,True,4
F0001808,C00018,A00018,2023-09-01,299.9,True,9
F0001809,C00018,A00018,2023-10-01,299.9,False,21
F0001810,C00018,A00018,2023-11-01,299.9,True,18
F0001811,C00018,A00018,2023-12-01,299.9,False,22
F0001900,C00019,A00019,2023-01-01,49.9,True,7
F0001901,C00019,A00019,2023-02-01,49.9,True,8
F0001902,C00019,A00019,2023-03-01,49.9,True,6
